05 ;642;SALGAR
05 ;647;SAN ANDRÉS DE CUERQUÍA
05 ;649;SAN CARLOS
05 ;652;SAN FRANCISCO
05 ;656;SAN JERÓNIMO
05 ;658;SAN JOSÉ DE LA MONTAÑA
05 ;659;SAN JUAN DE URABÁ
05 ;660;SAN LUIS
05 ;664;SAN PEDRO DE LOS MILAGROS
05 ;665;SAN PEDRO DE URABÁ
05 ;667;SAN RAFAEL
05 ;670;SAN ROQUE
05 ;674;SAN VICENTE FERRER
05 ;679;SANTA BÁRBARA
05 ;686;SANTA ROSA DE OSOS
05 ;690;SANTO DOMINGO
05 ;697;EL SANTUARIO
05 ;736;SEGOVIA
05 ;756;SONSÓN
05 ;761;SOPETRÁN
05 ;789;TÁMESIS
05 ;790;TARAZÁ
05 ;792;TARSO
05 ;809;TITIRIBÍ
05 ;819;TOLEDO
05 ;837;TURBO
05 ;842;URAMITA
05 ;847;URRAO
05 ;854;VALDIVIA
05 ;856;VALPARAÍSO
05 ;858;VEGACHÍ
05 ;861;VENECIA
05 ;873;VIGÍA DEL FUERTE
05 ;885;YALÍ
05 ;887;YARUMAL
05 ;890;YOLOMBÓ
05 ;893;YONDÓ
05 ;895;ZARAGOZA
08 ;001;BARRANQUILLA
08 ;078;BARANOA
08 ;137;CAMPO DE LA CRUZ
08 ;141;CANDELARIA
08 ;296;GALAPA
08 ;372;JUAN DE ACOSTA
08 ;421;LURUACO
08 ;433;MALAMBO
08 ;436;MANATÍ
08 ;520;PALMAR DE VARELA
08 ;549;PIOJÓ
08 ;558;POLONUEVO
08 ;560;PONEDERA
08 ;573;PUERTO COLOMBIA
08 ;606;REPELÓN
08 ;634;SABANAGRANDE
08 ;638;SABANALARGA
08 ;675;SANTA LUCÍA
08 ;685;SANTO TOMÁS
08 ;758;SOLEDAD
08 ;770;SUAN
08 ;832;TUBARÁ
08 ;849;USIACURÍ
11 ;001;BOGOTÁ, D.C.
13 ;001;CARTAGENA DE INDIAS
13 ;006;ACHÍ
13 ;030;ALTOS DEL ROSARIO
13 ;042;ARENAL
13 ;052;ARJONA
13 ;062;ARROYOHONDO
13 ;074;BARRANCO DE LOBA
13 ;140;CALAMAR
13 ;160;CANTAGALLO
13 ;188;CICUCO
13 ;212;CÓRDOBA
13 ;222;CLEMENCIA
13 ;244;EL CARMEN DE BOLÍVAR
13 ;248;EL GUAMO
13 ;268;EL PEÑÓN
13 ;300;HATILLO DE LOBA
13 ;430;MAGANGUÉ
13 ;433;MAHATES
13 ;440;MARGARITA
13 ;442;MARÍA LA BAJA
13 ;458;MONTECRISTO
13 ;468;MOMPÓS
13 ;473;MORALES
13 ;490;NOROSÍ
13 ;549;PINILLOS
13 ;580;REGIDOR
13 ;600;RÍO VIEJO
13 ;620;SAN CRISTÓBAL
13 ;647;SAN ESTANISLAO
13 ;650;SAN FERNANDO
13 ;654;SAN JACINTO
13 ;655;SAN JACINTO DEL CAUCA
13 ;657;SAN JUAN NEPOMUCENO
13 ;667;SAN MARTÍN DE LOBA
13 ;670;SAN PABLO
13 ;673;SANTA CATALINA
13 ;683;SANTA ROSA
13 ;688;SANTA ROSA DEL SUR
13 ;744;SIMITÍ
13 ;760;SOPLAVIENTO
13 ;780;TALAIGUA NUEVO
13 ;810;TIQUISIO
13 ;836;TURBACO
13 ;838;TURBANÁ
13 ;873;VILLANUEVA
13 ;894;ZAMBRANO
15 ;001;TUNJA
15 ;022;ALMEIDA
15 ;047;AQUITANIA
15 ;051;ARCABUCO
15 ;087;BELÉN
15 ;090;BERBEO
15 ;092;BETÉITIVA
15 ;097;BOAVITA
15 ;104;BOYACÁ
15 ;106;BRICEÑO
15 ;109;BUENAVISTA
15 ;114;BUSBANZÁ
15 ;131;CALDAS
15 ;135;CAMPOHERMOSO
15 ;162;CERINZA
15 ;172;CHINAVITA
15 ;176;CHIQUINQUIRÁ
15 ;180;CHISCAS
15 ;183;CHITA
15 ;185;CHITARAQUE
15 ;187;CHIVATÁ
15 ;189;CIÉNEGA
15 ;204;CÓMBITA
15 ;212;COPER
15 ;215;CORRALES
15 ;218;COVARACHÍA
15 ;223;CUBARÁ
15 ;224;CUCAITA
15 ;226;CUÍTIVA
15 ;232;CHÍQUIZA
15 ;236;CHIVOR
15 ;238;DUITAMA
15 ;244;EL COCUY
15 ;248;EL ESPINO
15 ;272;FIRAVITOBA
15 ;276;FLORESTA
15 ;293;GACHANTIVÁ
15 ;296;GÁMEZA
15 ;299;GARAGOA
15 ;317;GUACAMAYAS
15 ;322;GUATEQUE
15 ;325;GUAYATÁ
15 ;332;GÜICÁN
15 ;362;IZA
15 ;367;JENESANO
15 ;368;JERICÓ
15 ;377;LABRANZAGRANDE
15 ;380;LA CAPILLA
15 ;401;LA VICTORIA
15 ;403;LA UVITA
15 ;407;VILLA DE LEYVA
15 ;425;MACANAL
15 ;442;MARIPÍ
15 ;455;MIRAFLORES
15 ;464;MONGUA
15 ;466;MONGUÍ
15 ;469;MONIQUIRÁ
15 ;476;MOTAVITA
15 ;480;MUZO
15 ;491;NOBSA
15 ;494;NUEVO COLÓN
15 ;500;OICATÁ
15 ;507;OTANCHE
15 ;511;PACHAVITA
15 ;514;PÁEZ
15 ;516;PAIPA
15 ;518;PAJARITO
15 ;522;PANQUEBA
15 ;531;PAUNA
15 ;533;PAYA
15 ;537;PAZ DE RÍO
15 ;542;PESCA
15 ;550;PISBA
15 ;572;PUERTO BOYACÁ
15 ;580;QUÍPAMA
15 ;599;RAMIRIQUÍ
15 ;600;RÁQUIRA
15 ;621;RONDÓN
15 ;632;SABOYÁ
15 ;638;SÁCHICA
15 ;646;SAMACÁ
15 ;660;SAN EDUARDO
15 ;664;SAN JOSÉ DE PARE
15 ;667;SAN LUIS DE GACENO
15 ;673;SAN MATEO
15 ;676;SAN MIGUEL DE SEMA
15 ;681;SAN PABLO DE BORBUR
15 ;686;SANTANA
15 ;690;SANTA MARÍA
15 ;693;SANTA ROSA DE VITERBO
15 ;696;SANTA SOFÍA
15 ;720;SATIVANORTE
15 ;723;SATIVASUR
15 ;740;SIACHOQUE
15 ;753;SOATÁ
15 ;755;SOCOTÁ
15 ;757;SOCHA
15 ;759;SOGAMOSO
15 ;761;SOMONDOCO
15 ;762;SORA
15 ;763;SOTAQUIRÁ
15 ;764;SORACÁ
15 ;774;SUSACÓN
15 ;776;SUTAMARCHÁN
15 ;778;SUTATENZA
15 ;790;TASCO
15 ;798;TENZA
15 ;804;TIBANÁ
15 ;806;TIBASOSA
15 ;808;TINJACÁ
15 ;810;TIPACOQUE
15 ;814;TOCA
15 ;816;TOGÜÍ
15 ;820;TÓPAGA
15 ;822;TOTA
15 ;832;TUNUNGUÁ
15 ;835;TURMEQUÉ
15 ;837;TUTA
15 ;839;TUTAZÁ
15 ;842;ÚMBITA
15 ;861;VENTAQUEMADA
15 ;879;VIRACACHÁ
15 ;897;ZETAQUIRA
17 ;001;MANIZALES
17 ;013;AGUADAS
17 ;042;ANSERMA
17 ;050;ARANZAZU
17 ;088;BELALCÁZAR
17 ;174;CHINCHINÁ
17 ;272;FILADELFIA
17 ;380;LA DORADA
17 ;388;LA MERCED
17 ;433;MANZANARES
17 ;442;MARMATO
17 ;444;MARQUETALIA
17 ;446;MARULANDA
17 ;486;NEIRA
17 ;495;NORCASIA
17 ;513;PÁCORA
17 ;524;PALESTINA
17 ;541;PENSILVANIA
17 ;614;RIOSUCIO
17 ;616;RISARALDA
17 ;653;SALAMINA
17 ;662;SAMANÁ
17 ;665;SAN JOSÉ
17 ;777;SUPÍA
17 ;867;VICTORIA
17 ;873;VILLAMARÍA
17 ;877;VITERBO
18 ;001;FLORENCIA
18 ;029;ALBANIA
18 ;094;BELÉN DE LOS ANDAQUÍES
18 ;150;CARTAGENA DEL CHAIRÁ
18 ;205;CURILLO
18 ;247;EL DONCELLO
18 ;256;EL PAUJÍL
18 ;410;LA MONTAÑITA
18 ;460;MILÁN
18 ;479;MORELIA
18 ;592;PUERTO RICO
18 ;610;SAN JOSÉ DEL FRAGUA
18 ;753;SAN VICENTE DEL CAGUÁN
18 ;756;SOLANO
18 ;785;SOLITA
18 ;860;VALPARAÍSO
19 ;001;POPAYÁN
19 ;022;ALMAGUER
19 ;050;ARGELIA
19 ;075;BALBOA
19 ;100;BOLÍVAR
19 ;110;BUENOS AIRES
19 ;130;CAJIBÍO
19 ;137;CALDONO
19 ;142;CALOTO
19 ;212;CORINTO
19 ;256;EL TAMBO
19 ;290;FLORENCIA
19 ;300;GUACHENÉ
19 ;318;GUAPÍ
19 ;355;INZÁ
19 ;364;JAMBALÓ
19 ;392;LA SIERRA
19 ;397;LA VEGA
19 ;418;LÓPEZ DE MICAY
19 ;450;MERCADERES
19 ;455;MIRANDA
19 ;473;MORALES
19 ;513;PADILLA
19 ;517;PÁEZ
19 ;532;PATÍA
19 ;533;PIAMONTE
19 ;548;PIENDAMÓ
19 ;573;PUERTO TEJADA
19 ;585;PURACÉ
19 ;622;ROSAS
19 ;693;SAN SEBASTIÁN
19 ;698;SANTANDER DE QUILICHAO
19 ;701;SANTA ROSA
19 ;743;SILVIA
19 ;760;SOTARA
19 ;780;SUÁREZ
19 ;785;SUCRE
19 ;807;TIMBÍO
19 ;809;TIMBIQUÍ
19 ;821;TORIBÍO
19 ;824;TOTORÓ
19 ;845;VILLA RICA
20 ;001;VALLEDUPAR
20 ;011;AGUACHICA
20 ;013;AGUSTÍN CODAZZI
20 ;032;ASTREA
20 ;045;BECERRIL
20 ;060;BOSCONIA
20 ;175;CHIMICHAGUA
20 ;178;CHIRIGUANÁ
20 ;228;CURUMANÍ
20 ;238;EL COPEY
20 ;250;EL PASO
20 ;295;GAMARRA
20 ;310;GONZÁLEZ
20 ;383;LA GLORIA
20 ;400;LA JAGUA DE IBIRICO
20 ;443;MANAURE BALCÓN DEL CESAR
20 ;517;PAILITAS
20 ;550;PELAYA
20 ;570;PUEBLO BELLO
20 ;614;RÍO DE ORO
20 ;621;LA PAZ
20 ;710;SAN ALBERTO
20 ;750;SAN DIEGO
20 ;770;SAN MARTÍN
20 ;787;TAMALAMEQUE
23 ;001;MONTERÍA
23 ;068;AYAPEL
23 ;079;BUENAVISTA
23 ;090;CANALETE
23 ;162;CERETÉ
23 ;168;CHIMÁ
23 ;182;CHINÚ
23 ;189;CIÉNAGA DE ORO
23 ;300;COTORRA
23 ;350;LA APARTADA
23 ;417;LORICA
23 ;419;LOS CÓRDOBAS
23 ;464;MOMIL
23 ;466;MONTELÍBANO
23 ;500;MOÑITOS
23 ;555;PLANETA RICA
23 ;570;PUEBLO NUEVO
23 ;574;PUERTO ESCONDIDO
23 ;580;PUERTO LIBERTADOR
23 ;586;PURÍSIMA DE LA CONCEPCIÓN
23 ;660;SAHAGÚN
23 ;670;SAN ANDRÉS DE SOTAVENTO
23 ;672;SAN ANTERO
23 ;675;SAN BERNARDO DEL VIENTO
23 ;678;SAN CARLOS
23 ;682;SAN JOSÉ DE URÉ
23 ;686;SAN PELAYO
23 ;807;TIERRALTA
23 ;815;TUCHÍN
23 ;855;VALENCIA
25 ;001;AGUA DE DIOS
25 ;019;ALBÁN
25 ;035;ANAPOIMA
25 ;040;ANOLAIMA
25 ;053;ARBELÁEZ
25 ;086;BELTRÁN
25 ;095;BITUIMA
25 ;099;BOJACÁ
25 ;120;CABRERA
25 ;123;CACHIPAY
25 ;126;CAJICÁ
25 ;148;CAPARRAPÍ
25 ;151;CÁQUEZA
25 ;154;CARMEN DE CARUPA
25 ;168;CHAGUANÍ
25 ;175;CHÍA
25 ;178;CHIPAQUE
25 ;181;CHOACHÍ
25 ;183;CHOCONTÁ
25 ;200;COGUA
25 ;214;COTA
25 ;224;CUCUNUBÁ
25 ;245;EL COLEGIO
25 ;258;EL PEÑÓN
25 ;260;EL ROSAL
25 ;269;FACATATIVÁ
25 ;279;FÓMEQUE
25 ;281;FOSCA
25 ;286;FUNZA
25 ;288;FÚQUENE
25 ;290;FUSAGASUGÁ
25 ;293;GACHALÁ
25 ;295;GACHANCIPÁ
25 ;297;GACHETÁ
25 ;299;GAMA
25 ;307;GIRARDOT
25 ;312;GRANADA
25 ;317;GUACHETÁ
25 ;320;GUADUAS
25 ;322;GUASCA
25 ;324;GUATAQUÍ
25 ;326;GUATAVITA
25 ;328;GUAYABAL DE SÍQUIMA
25 ;335;GUAYABETAL
25 ;339;GUTIÉRREZ
25 ;368;JERUSALÉN
25 ;372;JUNÍN
25 ;377;LA CALERA
25 ;386;LA MESA
25 ;394;LA PALMA
25 ;398;LA PEÑA
25 ;402;LA VEGA
25 ;407;LENGUAZAQUE
25 ;426;MACHETÁ
25 ;430;MADRID
25 ;436;MANTA
25 ;438;MEDINA
25 ;473;MOSQUERA
25 ;483;NARIÑO
25 ;486;NEMOCÓN
25 ;488;NILO
25 ;489;NIMAIMA
25 ;491;NOCAIMA
25 ;506;VENECIA
25 ;513;PACHO
25 ;518;PAIME
25 ;524;PANDI
25 ;530;PARATEBUENO
25 ;535;PASCA
25 ;572;PUERTO SALGAR
25 ;580;PULÍ
25 ;592;QUEBRADANEGRA
25 ;594;QUETAME
25 ;596;QUIPILE
25 ;599;APULO
25 ;612;RICAURTE
25 ;645;SAN ANTONIO DEL TEQUENDAMA
25 ;649;SAN BERNARDO
25 ;653;SAN CAYETANO
25 ;658;SAN FRANCISCO
25 ;662;SAN JUAN DE RIOSECO
25 ;718;SASAIMA
25 ;736;SESQUILÉ
25 ;740;SIBATÉ
25 ;743;SILVANIA
25 ;745;SIMIJACA
25 ;754;SOACHA
25 ;758;SOPÓ
25 ;769;SUBACHOQUE
25 ;772;SUESCA
25 ;777;SUPATÁ
25 ;779;SUSA
25 ;781;SUTATAUSA
25 ;785;TABIO
25 ;793;TAUSA
25 ;797;TENA
25 ;799;TENJO
25 ;805;TIBACUY
25 ;807;TIBIRITA
25 ;815;TOCAIMA
25 ;817;TOCANCIPÁ
25 ;823;TOPAIPÍ
25 ;839;UBALÁ
25 ;841;UBAQUE
25 ;843;VILLA DE SAN DIEGO DE UBATÉ
25 ;845;UNE
25 ;851;ÚTICA
25 ;862;VERGARA
25 ;867;VIANÍ
25 ;871;VILLAGÓMEZ
25 ;873;VILLAPINZÓN
25 ;875;VILLETA
25 ;878;VIOTÁ
25 ;885;YACOPÍ
25 ;898;ZIPACÓN
25 ;899;ZIPAQUIRÁ
27 ;001;QUIBDÓ
27 ;006;ACANDÍ
27 ;025;ALTO BAUDÓ
27 ;050;ATRATO
27 ;073;BAGADÓ
27 ;075;BAHÍA SOLANO
27 ;077;BAJO BAUDÓ
27 ;099;BOJAYÁ
27 ;135;EL CANTÓN DEL SAN PABLO
27 ;150;CARMEN DEL DARIÉN
27 ;160;CÉRTEGUI
27 ;205;CONDOTO
27 ;245;EL CARMEN DE ATRATO
27 ;250;EL LITORAL DEL SAN JUAN
27 ;361;ISTMINA
27 ;372;JURADÓ
27 ;413;LLORÓ
27 ;425;MEDIO ATRATO
27 ;430;MEDIO BAUDÓ
27 ;450;MEDIO SAN JUAN
27 ;491;NÓVITA
27 ;495;NUQUÍ
27 ;580;RÍO IRÓ
27 ;600;RÍO QUITO
27 ;615;RIOSUCIO
27 ;660;SAN JOSÉ DEL PALMAR
27 ;745;SIPÍ
27 ;787;TADÓ
27 ;800;UNGUÍA
27 ;810;UNIÓN PANAMERICANA
41 ;001;NEIVA
41 ;006;ACEVEDO
41 ;013;AGRADO
41 ;016;AIPE
41 ;020;ALGECIRAS
41 ;026;ALTAMIRA
41 ;078;BARAYA
41 ;132;CAMPOALEGRE
41 ;206;COLOMBIA
41 ;244;ELÍAS
41 ;298;GARZÓN
41 ;306;GIGANTE
41 ;319;GUADALUPE
41 ;349;HOBO
41 ;357;ÍQUIRA
41 ;359;ISNOS
41 ;378;LA ARGENTINA
41 ;396;LA PLATA
41 ;483;NÁTAGA
41 ;503;OPORAPA
41 ;518;PAICOL
41 ;524;PALERMO
41 ;530;PALESTINA
41 ;548;PITAL
41 ;551;PITALITO
41 ;615;RIVERA
41 ;660;SALADOBLANCO
41 ;668;SAN AGUSTÍN
41 ;676;SANTA MARÍA
41 ;770;SUAZA
41 ;791;TARQUI
41 ;797;TESALIA
41 ;799;TELLO
41 ;801;TERUEL
41 ;807;TIMANÁ
41 ;872;VILLAVIEJA
41 ;885;YAGUARÁ
44 ;001;RIOHACHA
44 ;035;ALBANIA
44 ;078;BARRANCAS
44 ;090;DIBULLA
44 ;098;DISTRACCIÓN
44 ;110;EL MOLINO
44 ;279;FONSECA
44 ;378;HATONUEVO
44 ;420;LA JAGUA DEL PILAR
44 ;430;MAICAO
44 ;560;MANAURE
44 ;650;SAN JUAN DEL CESAR
44 ;847;URIBIA
44 ;855;URUMITA
44 ;874;VILLANUEVA
47 ;001;SANTA MARTA
47 ;030;ALGARROBO
47 ;053;ARACATACA
47 ;058;ARIGUANÍ
47 ;161;CERRO DE SAN ANTONIO
47 ;170;CHIVOLO
47 ;189;CIÉNAGA
47 ;205;CONCORDIA
47 ;245;EL BANCO
47 ;258;EL PIÑÓN
47 ;268;EL RETÉN
47 ;288;FUNDACIÓN
47 ;318;GUAMAL
47 ;460;NUEVA GRANADA
47 ;541;PEDRAZA
47 ;545;PIJIÑO DEL CARMEN
47 ;551;PIVIJAY
47 ;555;PLATO
47 ;570;PUEBLOVIEJO
47 ;605;REMOLINO
47 ;660;SABANAS DE SAN ÁNGEL
47 ;675;SALAMINA
47 ;692;SAN SEBASTIÁN DE BUENAVISTA
47 ;703;SAN ZENÓN
47 ;707;SANTA ANA
47 ;720;SANTA BÁRBARA DE PINTO
47 ;745;SITIONUEVO
47 ;798;TENERIFE
47 ;960;ZAPAYÁN
47 ;980;ZONA BANANERA
50 ;001;VILLAVICENCIO
50 ;006;ACACÍAS
50 ;110;BARRANCA DE UPÍA
50 ;124;CABUYARO
50 ;150;CASTILLA LA NUEVA
50 ;223;SAN LUIS DE CUBARRAL
50 ;226;CUMARAL
50 ;245;EL CALVARIO
50 ;251;EL CASTILLO
50 ;270;EL DORADO
50 ;287;FUENTE DE ORO
50 ;313;GRANADA
50 ;318;GUAMAL
50 ;325;MAPIRIPÁN
50 ;330;MESETAS
50 ;350;LA MACARENA
50 ;370;URIBE
50 ;400;LEJANÍAS
50 ;450;PUERTO CONCORDIA
50 ;568;PUERTO GAITÁN
50 ;573;PUERTO LÓPEZ
50 ;577;PUERTO LLERAS
50 ;590;PUERTO RICO
50 ;606;RESTREPO
50 ;680;SAN CARLOS DE GUAROA
50 ;683;SAN JUAN DE ARAMA
50 ;686;SAN JUANITO
50 ;689;SAN MARTÍN
50 ;711;VISTAHERMOSA
52 ;001;PASTO
52 ;019;ALBÁN
52 ;022;ALDANA
52 ;036;ANCUYÁ
52 ;051;ARBOLEDA
52 ;079;BARBACOAS
52 ;083;BELÉN
52 ;110;BUESACO
52 ;203;COLÓN
52 ;207;CONSACÁ
52 ;210;CONTADERO
52 ;215;CÓRDOBA
52 ;224;CUASPÚD
52 ;227;CUMBAL
52 ;233;CUMBITARA
52 ;240;CHACHAGÜÍ
52 ;250;EL CHARCO
52 ;254;EL PEÑOL
52 ;256;EL ROSARIO
52 ;258;EL TABLÓN DE GÓMEZ
52 ;260;EL TAMBO
52 ;287;FUNES
52 ;317;GUACHUCAL
52 ;320;GUAITARILLA
52 ;323;GUALMATÁN
52 ;352;ILES
52 ;354;IMUÉS
52 ;356;IPIALES
52 ;378;LA CRUZ
52 ;381;LA FLORIDA
52 ;385;LA LLANADA
52 ;390;LA TOLA
52 ;399;LA UNIÓN
52 ;405;LEIVA
52 ;411;LINARES
52 ;418;LOS ANDES
52 ;427;MAGÜÍ
52 ;435;MALLAMA
52 ;473;MOSQUERA
52 ;480;NARIÑO
52 ;490;OLAYA HERRERA
52 ;506;OSPINA
52 ;520;FRANCISCO PIZARRO
52 ;540;POLICARPA
52 ;560;POTOSÍ
52 ;565;PROVIDENCIA
52 ;573;PUERRES
52 ;585;PUPIALES
52 ;612;RICAURTE
52 ;621;ROBERTO PAYÁN
52 ;678;SAMANIEGO
52 ;683;SANDONÁ
52 ;685;SAN BERNARDO
52 ;687;SAN LORENZO
52 ;693;SAN PABLO
52 ;694;SAN PEDRO DE CARTAGO
52 ;696;SANTA BÁRBARA
52 ;699;SANTACRUZ
52 ;720;SAPUYES
52 ;786;TAMINANGO
52 ;788;TANGUA
52 ;835;SAN ANDRÉS DE TUMACO
52 ;838;TÚQUERRES
52 ;885;YACUANQUER
54 ;001;CÚCUTA
54 ;003;ÁBREGO
54 ;051;ARBOLEDAS
54 ;099;BOCHALEMA
54 ;109;BUCARASICA
54 ;125;CÁCOTA
54 ;128;CÁCHIRA
54 ;172;CHINÁCOTA
54 ;174;CHITAGÁ
54 ;206;CONVENCIÓN
54 ;223;CUCUTILLA
54 ;239;DURANIA
54 ;245;EL CARMEN
54 ;250;EL TARRA
54 ;261;EL ZULIA
54 ;313;GRAMALOTE
54 ;344;HACARÍ
54 ;347;HERRÁN
54 ;377;LABATECA
54 ;385;LA ESPERANZA
54 ;398;LA PLAYA
54 ;405;LOS PATIOS
54 ;418;LOURDES
54 ;480;MUTISCUA
54 ;498;OCAÑA
54 ;518;PAMPLONA
54 ;520;PAMPLONITA
54 ;553;PUERTO SANTANDER
54 ;599;RAGONVALIA
54 ;660;SALAZAR
54 ;670;SAN CALIXTO
54 ;673;SAN CAYETANO
54 ;680;SANTIAGO
54 ;720;SARDINATA
54 ;743;SILOS
54 ;800;TEORAMA
54 ;810;TIBÚ
54 ;820;TOLEDO
54 ;871;VILLA CARO
54 ;874;VILLA DEL ROSARIO
63 ;001;ARMENIA
63 ;111;BUENAVISTA
63 ;130;CALARCÁ
63 ;190;CIRCASIA
63 ;212;CÓRDOBA
63 ;272;FILANDIA
63 ;302;GÉNOVA
63 ;401;LA TEBAIDA
63 ;470;MONTENEGRO
63 ;548;PIJAO
63 ;594;QUIMBAYA
63 ;690;SALENTO
66 ;001;PEREIRA
66 ;045;APÍA
66 ;075;BALBOA
66 ;088;BELÉN DE UMBRÍA
66 ;170;DOSQUEBRADAS
66 ;318;GUÁTICA
66 ;383;LA CELIA
66 ;400;LA VIRGINIA
66 ;440;MARSELLA
66 ;456;MISTRATÓ
66 ;572;PUEBLO RICO
66 ;594;QUINCHÍA
66 ;682;SANTA ROSA DE CABAL
66 ;687;SANTUARIO
68 ;001;BUCARAMANGA
68 ;013;AGUADA
68 ;020;ALBANIA
68 ;051;ARATOCA
68 ;077;BARBOSA
68 ;079;BARICHARA
68 ;081;BARRANCABERMEJA
68 ;092;BETULIA
68 ;101;BOLÍVAR
68 ;121;CABRERA
68 ;132;CALIFORNIA
68 ;147;CAPITANEJO
68 ;152;CARCASÍ
68 ;160;CEPITÁ
68 ;162;CERRITO
68 ;167;CHARALÁ
68 ;169;CHARTA
68 ;176;CHIMA
68 ;179;CHIPATÁ
68 ;190;CIMITARRA
68 ;207;CONCEPCIÓN
68 ;209;CONFINES
68 ;211;CONTRATACIÓN
68 ;217;COROMORO
68 ;229;CURITÍ
68 ;235;EL CARMEN DE CHUCURÍ
68 ;245;EL GUACAMAYO
68 ;250;EL PEÑÓN
68 ;255;EL PLAYÓN
68 ;264;ENCINO
68 ;266;ENCISO
68 ;271;FLORIÁN
68 ;276;FLORIDABLANCA
68 ;296;GALÁN
68 ;298;GÁMBITA
68 ;307;GIRÓN
68 ;318;GUACA
68 ;320;GUADALUPE
68 ;322;GUAPOTÁ
68 ;324;GUAVATÁ
68 ;327;GÜEPSA
68 ;344;HATO
68 ;368;JESÚS MARÍA
68 ;370;JORDÁN
68 ;377;LA BELLEZA
68 ;385;LANDÁZURI
68 ;397;LA PAZ
68 ;406;LEBRIJA
68 ;418;LOS SANTOS
68 ;425;MACARAVITA
68 ;432;MÁLAGA
68 ;444;MATANZA
68 ;464;MOGOTES
68 ;468;MOLAGAVITA
68 ;498;OCAMONTE
68 ;500;OIBA
68 ;502;ONZAGA
68 ;522;PALMAR
68 ;524;PALMAS DEL SOCORRO
68 ;533;PÁRAMO
68 ;547;PIEDECUESTA
68 ;549;PINCHOTE
68 ;572;PUENTE NACIONAL
68 ;573;PUERTO PARRA
68 ;575;PUERTO WILCHES
68 ;615;RIONEGRO
68 ;655;SABANA DE TORRES
68 ;669;SAN ANDRÉS
68 ;673;SAN BENITO
68 ;679;SAN GIL
68 ;682;SAN JOAQUÍN
68 ;684;SAN JOSÉ DE MIRANDA
68 ;686;SAN MIGUEL
68 ;689;SAN VICENTE DE CHUCURÍ
68 ;705;SANTA BÁRBARA
68 ;720;SANTA HELENA DEL OPÓN
68 ;745;SIMACOTA
68 ;755;SOCORRO
68 ;770;SUAITA
68 ;773;SUCRE
68 ;780;SURATÁ
68 ;820;TONA
68 ;855;VALLE DE SAN JOSÉ
68 ;861;VÉLEZ
68 ;867;VETAS
68 ;872;VILLANUEVA
68 ;895;ZAPATOCA
70 ;001;SINCELEJO
70 ;110;BUENAVISTA
70 ;124;CAIMITO
70 ;204;COLOSO
70 ;215;COROZAL
70 ;221;COVEÑAS
70 ;230;CHALÁN
70 ;233;EL ROBLE
70 ;235;GALERAS
70 ;265;GUARANDA
70 ;400;LA UNIÓN
70 ;418;LOS PALMITOS
70 ;429;MAJAGUAL
70 ;473;MORROA
70 ;508;OVEJAS
70 ;523;PALMITO
